4150.41,0.0
4145.85,0.0
4141.28,0.0
4136.69,0.0
4132.1,0.0
4127.49,0.0
4122.87,0.0
4118.23,0.0
4113.58,0.0
4108.92,0.0
4104.23,0.0
4099.53,0.0
4094.82,0.0
4090.08,0.0
4085.33,0.0
4080.55,0.0
4075.76,0.0
4070.94,0.0
4066.1,0.0
4061.24,0.0
4056.36,0.0
4051.46,0.0
4046.54,0.0
4041.59,0.0
4036.63,0.0
4031.65,0.0
4026.65,0.0
4021.63,0.0
4016.59,0.0
4011.54,0.0
4006.48,0.0
4001.41,0.0
3996.32,0.0
3991.23,0.0
3986.12,0.0
3981.02,0.0
3975.91,0.0
3970.8,0.0
3965.68,0.0
3960.57,0.0
3955.46,0.0
3950.35,0.0
3945.25,0.0
3940.16,0.0
3935.07,0.0
3930.0,0.0
3924.93,0.0
3919.86,0.0
3914.82,0.0
3909.78,0.0
3904.76,0.0
3899.75,0.0
3894.75,0.0
3889.77,0.0
3884.79,0.0
3879.84,0.0
3874.9,0.0
3869.98,0.0
3865.06,0.0
3860.17,0.0
3855.29,0.0
3850.42,0.0
3845.58,0.0
3840.74,0.0
3835.92,0.0
3831.12,0.0
3826.33,0.0
3821.55,0.0
3816.79,0.0
3812.04,0.0
3807.3,0.0
3802.58,0.0
3797.87,0.0
3793.17,0.0
3788.49,0.0
3783.81,0.0
3779.15,0.0
3774.51,0.0
3769.87,0.0
3765.25,0.0
3760.64,0.0
3756.06,0.0
3751.48,0.0
3746.93,0.0
3742.4,0.0
3737.89,0.0
3733.41,0.0
3728.95,0.0
3724.53,0.0
3720.14,0.0
3715.78,0.0
3711.46,0.0
3707.18,0.0
3702.94,0.0
3698.74,0.0
3694.58,0.0
3690.47,0.0
3686.41,0.0
3682.39,0.0
3678.42,0.0
3674.49,0.0
3670.61,0.0
3666.77,0.0
3662.97,0.0
3659.21,0.0
3655.5,0.0
3651.82,0.0
3648.18,0.0
3644.58,0.0
3641.0,0.0
3637.46,0.0
3633.94,0.0
3630.46,0.0
3627.0,0.0
3623.56,0.0
3620.14,0.0
3616.74,0.0
3613.37,0.0
3610.01,0.0
3606.67,0.0
3603.34,0.0
3600.03,0.0
3596.73,0.0
3593.45,0.0
3590.17,0.0
3586.9,0.0
3583.65,0.0
3580.4,0.0
3577.15,0.0
3573.91,0.0
3570.67,0.0
3567.43,0.0
3564.2,0.0
3560.96,0.0
3557.72,0.0
3554.47,0.0
3551.23,0.0
3547.97,0.0
3544.71,0.0
3541.45,0.0
